ปีการศึกษา,ชื่อโรงเรียน,อำเภอที่ตั้งรร.,ขนาดโรงเรียน,ที่ตั้งโรงเรียน,สังกัด,เขตพื้นที่ฯ,จำนวนผู้เข้าสอบ,ว 1.1 (Mean),ว 1.1 (S.D.),ว 1.2 (Mean),ว 1.2 (S.D.),ว 1.3 (Mean),ว 1.3 (S.D.),ว 2.1 (Mean),ว 2.1 (S.D.),ว 2.2 (Mean),ว 2.2 (S.D.),ว 2.3 (Mean),ว 2.3 (S.D.),ว 3.1 (Mean),ว 3.1 (S.D.),ว 3.2 (Mean),ว 3.2 (S.D.),ว 4.2 (Mean),ว 4.2 (S.D.)
2568,บ้านห้วยทรายขาว,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,4,75.00,43.30,37.50,12.50,25.00,43.30,28.13,18.49,16.67,28.87,25.00,25.00,87.50,21.65,25.00,27.64,0.00,0.00
2568,บ้านห้วยเป้า,เชียงดาว,เล็ก,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,15,26.67,44.22,30.00,26.14,6.67,24.94,39.17,21.83,53.33,26.67,33.33,34.96,76.67,30.91,48.89,31.89,13.33,22.11
2568,บ้านใหม่,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,9,11.11,31.43,16.67,20.41,22.22,41.57,33.33,21.25,48.15,35.52,22.22,24.85,38.89,39.28,22.22,22.22,11.11,20.79
2568,บ้านอรุโณทัย,เชียงดาว,ใหญ่พิเศษ,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,65,30.77,46.15,28.85,28.50,13.85,34.54,30.58,23.41,34.36,24.79,29.23,30.25,27.69,34.00,35.90,25.69,20.00,26.02
2568,บ้านออน,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,4,25.00,43.30,43.75,20.73,0.00,0.00,9.38,16.24,58.33,14.43,50.00,50.00,75.00,25.00,41.67,36.32,50.00,35.36
2568,เบญจม 2 บ้านน้ำรู,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,24,25.00,43.30,17.71,18.37,12.50,33.07,30.21,22.80,31.94,24.49,18.75,24.21,39.58,35.29,26.39,27.18,20.83,28.57
2568,พัฒนาต้นน้ำขุนคอง,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,15,20.00,40.00,28.33,15.46,20.00,40.00,35.00,25.90,37.78,23.93,23.33,30.91,30.00,24.49,22.22,15.71,16.67,23.57
2568,มิตรมวลชนเชียงใหม่,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,44,22.73,41.91,17.05,19.05,4.55,20.83,37.50,22.14,39.39,27.77,18.18,26.31,23.86,32.84,25.76,23.42,21.59,24.77
2568,ราชประชานุเคราะห์ 61 จังหวัดเชียงใหม่,เชียงดาว,กลาง,นอกเมือง,สำนักบริหารงานการศึกษาพิเศษ,-,38,28.95,45.35,15.79,21.78,13.16,33.80,25.66,17.67,31.58,26.43,34.21,36.46,17.11,26.35,24.56,22.54,23.68,29.77
2568,วัดจอมคีรี,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,6,16.67,37.27,25.00,14.43,16.67,37.27,14.58,20.94,50.00,16.67,33.33,23.57,8.33,18.63,27.78,22.91,8.33,18.63
2568,วัดปางมะโอ,เชียงดาว,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,1,100.00,0.00,25.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,33.33,0.00,0.00,0.00
2568,ศีลรวี,เชียงดาว,กลาง,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,63,33.33,47.14,27.78,21.87,3.17,17.53,39.29,23.87,38.10,25.10,23.02,33.12,27.78,30.57,42.33,26.03,19.84,26.03
2568,ฉัตรพฤกษ์วิทยา,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,20,60.00,48.99,25.00,22.36,0.00,0.00,45.00,24.81,45.00,24.21,37.50,26.81,27.50,29.47,33.33,23.57,20.00,24.49
2568,ชุมชนวัดศรีดงเย็น,ไชยปราการ,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,27,44.44,49.69,30.56,21.87,7.41,26.19,32.41,24.59,49.38,22.90,27.78,28.33,37.04,32.18,33.33,30.09,16.67,23.57
2568,เทศบาล 1 ไชยปราการ,ไชยปราการ,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,41,34.15,47.42,37.20,29.28,9.76,29.67,40.55,22.90,43.09,26.79,25.61,33.35,28.05,31.33,38.21,28.09,15.85,30.12
2568,บ้านต้นโชค,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,29,24.14,42.79,14.66,19.16,24.14,42.79,31.03,20.40,33.33,26.26,25.86,31.13,20.69,27.91,28.74,27.30,17.24,27.15
2568,บ้านถ้ำตับเตา,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,6,0.00,0.00,20.83,9.32,16.67,37.27,33.33,31.18,50.00,37.27,41.67,44.88,16.67,23.57,50.00,31.91,25.00,25.00
2568,บ้านปง,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,17,52.94,49.91,38.24,28.59,17.65,38.12,41.91,20.98,43.14,27.45,52.94,31.95,50.00,38.35,33.33,30.25,14.71,28.52
2568,บ้านปงตำ,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,10,30.00,45.83,37.50,34.00,0.00,0.00,41.25,22.40,36.67,17.95,25.00,25.00,30.00,33.17,26.67,24.94,20.00,24.49
2568,บ้านป่างิ้ว,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,11,9.09,28.75,31.82,30.32,9.09,28.75,37.50,26.65,39.39,23.86,40.91,28.75,40.91,35.79,45.45,35.60,22.73,24.90
2568,บ้านผาแดง,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,8,50.00,50.00,18.75,16.54,0.00,0.00,28.13,14.99,37.50,19.98,18.75,24.21,12.50,21.65,45.83,28.57,18.75,24.21
2568,บ้านแม่ขิ,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,9,55.56,49.69,38.89,23.90,11.11,31.43,40.28,14.16,59.26,26.19,38.89,20.79,33.33,40.82,59.26,26.19,11.11,20.79
2568,บ้านแม่ทะลบ,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,21,14.29,34.99,23.81,22.46,4.76,21.30,33.93,20.46,36.51,22.78,23.81,29.35,38.10,34.17,25.40,20.33,23.81,24.97
2568,บ้านเวียงผาพัฒนา,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,2,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,50.00,16.67,25.00,25.00,0.00,0.00,33.33,33.33,25.00,25.00
2568,บ้านสินชัย,ไชยปราการ,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,9,88.89,31.43,22.22,21.87,0.00,0.00,44.44,25.76,33.33,22.22,33.33,33.33,11.11,20.79,44.44,22.22,11.11,20.79
2568,บ้านห้วยต้นตอง,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,4,25.00,43.30,37.50,27.95,0.00,0.00,15.63,20.49,33.33,23.57,25.00,25.00,50.00,35.36,25.00,43.30,50.00,0.00
2568,บ้านห้วยบง,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,4,25.00,43.30,18.75,20.73,25.00,43.30,37.50,12.50,33.33,23.57,12.50,21.65,50.00,35.36,58.33,27.64,0.00,0.00
2568,บ้านห้วยไผ่,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,19,57.89,49.37,31.58,31.25,21.05,40.77,23.68,21.42,47.37,19.69,34.21,32.66,26.32,37.59,35.09,20.16,21.05,24.69
2568,บ้านหัวฝาย,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,8,37.50,48.41,21.88,14.99,0.00,0.00,31.25,16.54,45.83,16.14,31.25,42.85,25.00,25.00,41.67,27.64,31.25,42.85
2568,บ้านใหม่หนองบัว,ไชยปราการ,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,111,20.72,40.53,20.50,25.38,20.72,40.53,26.13,20.24,28.53,25.25,24.32,28.37,21.62,27.36,26.13,23.85,18.92,24.25
2568,บ้านอ่าย,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,16,25.00,43.30,18.75,18.75,0.00,0.00,35.16,19.87,37.50,26.02,25.00,25.00,12.50,21.65,25.00,22.05,18.75,24.21
2568,วัดบ้านท่า,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,20,60.00,48.99,33.75,21.32,0.00,0.00,30.63,26.36,48.33,28.82,35.00,27.84,45.00,35.00,30.00,23.33,17.50,23.85
2568,วัดป่าแดง,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,12,25.00,43.30,18.75,14.88,0.00,0.00,28.13,20.49,38.89,26.64,33.33,31.18,41.67,34.36,30.56,16.43,12.50,21.65
2568,วัดอรัญญวาสี,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,7,28.57,45.18,46.43,24.74,14.29,34.99,37.50,22.16,38.10,21.30,14.29,22.59,14.29,22.59,33.33,17.82,35.71,22.59
2568,สันติวนา,ไชยปราการ,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 3,7,42.86,49.49,42.86,25.75,14.29,34.99,33.93,11.01,42.86,23.33,21.43,24.74,14.29,22.59,28.57,21.30,21.43,24.74
2568,เอื้อวิทยา,ไชยปราการ,กลาง,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,33,39.39,48.86,25.00,23.03,15.15,35.86,35.23,22.29,44.44,29.21,30.30,32.43,39.39,34.28,48.48,29.69,25.76,30.45
